player,team,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,intl_goal_rate,team_intl_matches,intl_goals_per_team_match,player_norm,xa_per90,key_passes_per90,progressive_passes_per90,pass_completion_pct,playmaker_score,year
Oh Hyeon-gyu,South Korea,4,3.4,0,0,4,2025-06-10,1.0,44,0.09090909090909091,oh hyeongyu,0.51,1.275,1.02,78.0,0.16651785714285716,2026
Ladislav Krejčí,Czechia,4,3.4,0,0,4,2026-03-31,1.0,40,0.1,ladislav krejci,0.51,1.275,1.02,78.0,0.16651785714285716,2026
Julián Alvarez,Argentina,4,3.4,0,0,4,2025-06-05,1.0,40,0.1,julian alvarez,0.51,1.275,1.02,78.0,0.16651785714285716,2026
Dailon Livramento,Cape Verde,4,3.4,0,0,3,2025-10-13,1.3333333333333333,42,0.09523809523809523,dailon livramento,0.51,1.275,1.02,78.0,0.16651785714285716,2026
Antonio Sanabria,Paraguay,4,3.4,0,0,3,2024-11-14,1.3333333333333333,35,0.11428571428571428,antonio sanabria,0.51,1.275,1.02,78.0,0.16651785714285716,2026
Brahim Díaz,Morocco,6,3.35,2,0,6,2026-01-09,1.0,53,0.11320754716981132,brahim diaz,0.5025,1.2562499999999999,1.005,78.0,0.16450892857142857,2026
Remo Freuler,Switzerland,4,3.3,0,1,4,2024-10-15,1.0,41,0.0975609756097561,remo freuler,0.49499999999999994,1.2374999999999998,0.9899999999999999,78.0,0.16249999999999998,2026
Alexander Isak,Sweden,5,3.25,0,0,4,2024-11-16,1.25,40,0.125,alexander isak,0.4875,1.21875,0.975,78.0,0.16049107142857144,2026
Kosta Barbarouses,New Zealand,5,3.2,0,0,4,2025-03-24,1.25,35,0.14285714285714285,kosta barbarouses,0.48,1.2,0.96,78.0,0.15848214285714285,2026
Kai Havertz,Germany,4,3.2,3,2,4,2024-11-16,1.0,42,0.09523809523809523,kai havertz,0.48,1.2,0.96,78.0,0.15848214285714285,2026
Habib Diallo,Senegal,5,3.2,0,0,5,2025-12-30,1.0,47,0.10638297872340426,habib diallo,0.48,1.2,0.96,78.0,0.15848214285714285,2026
Fabián Ruiz,Spain,4,3.2,0,2,3,2024-09-08,1.3333333333333333,43,0.09302325581395349,fabian ruiz,0.48,1.2,0.96,78.0,0.15848214285714285,2026
Kenan Yıldız,Türkiye,4,3.15,0,0,3,2025-10-14,1.3333333333333333,41,0.0975609756097561,kenan yldz,0.4725,1.18125,0.945,78.0,0.1564732142857143,2026
Leandro Trossard,Belgium,4,3.15,0,0,4,2025-10-13,1.0,40,0.1,leandro trossard,0.4725,1.18125,0.945,78.0,0.1564732142857143,2026
Ante Budimir,Croatia,4,3.15,1,0,4,2025-06-09,1.0,39,0.10256410256410256,ante budimir,0.4725,1.18125,0.945,78.0,0.1564732142857143,2026
Mario Pašalić,Croatia,4,3.15,0,0,4,2025-06-06,1.0,39,0.10256410256410256,mario pasalic,0.4725,1.18125,0.945,78.0,0.1564732142857143,2026
Luka Modrić,Croatia,4,3.05,2,1,4,2025-06-09,1.0,39,0.10256410256410256,luka modric,0.45749999999999996,1.1437499999999998,0.9149999999999999,78.0,0.15245535714285713,2026
Ismael Saibari,Morocco,4,3.05,0,0,3,2026-01-09,1.3333333333333333,53,0.07547169811320754,ismael saibari,0.45749999999999996,1.1437499999999998,0.9149999999999999,78.0,0.15245535714285713,2026
Hakan Çalhanoğlu,Türkiye,4,3.05,3,1,4,2025-11-15,1.0,41,0.0975609756097561,hakan calhanoglu,0.45749999999999996,1.1437499999999998,0.9149999999999999,78.0,0.15245535714285713,2026
Cédric Bakambu,Congo DR,4,3.05,0,0,3,2025-12-27,1.3333333333333333,47,0.0851063829787234,cedric bakambu,0.45749999999999996,1.1437499999999998,0.9149999999999999,78.0,0.15245535714285713,2026
Ismaïla Sarr,Senegal,4,3.05,0,0,3,2025-10-10,1.3333333333333333,47,0.0851063829787234,ismaila sarr,0.45749999999999996,1.1437499999999998,0.9149999999999999,78.0,0.15245535714285713,2026
Seko Fofana,Ivory Coast,4,3.05,0,0,4,2024-06-07,1.0,47,0.0851063829787234,seko fofana,0.45749999999999996,1.1437499999999998,0.9149999999999999,78.0,0.15245535714285713,2026
Diego Luna,United States,3,3.0,0,3,2,2025-07-02,1.5,56,0.05357142857142857,diego luna,0.44999999999999996,1.125,0.8999999999999999,78.0,0.1504464285714286,2026
Tajon Buchanan,Canada,3,3.0,0,3,2,2025-06-24,1.5,45,0.06666666666666667,tajon buchanan,0.44999999999999996,1.125,0.8999999999999999,78.0,0.1504464285714286,2026
César Montes,Mexico,3,3.0,0,3,2,2025-06-18,1.5,60,0.05,cesar montes,0.44999999999999996,1.125,0.8999999999999999,78.0,0.1504464285714286,2026
Brandon Vázquez,United States,3,3.0,0,3,3,2023-07-09,1.0,56,0.05357142857142857,brandon vazquez,0.44999999999999996,1.125,0.8999999999999999,78.0,0.1504464285714286,2026
Raúl Jiménez,Mexico,3,3.0,0,3,3,2025-07-06,1.0,60,0.05,raul jimenez,0.44999999999999996,1.125,0.8999999999999999,78.0,0.1504464285714286,2026
Tomás Rodríguez,Panama,3,3.0,0,3,3,2025-06-24,1.0,57,0.05263157894736842,tomas rodriguez,0.44999999999999996,1.125,0.8999999999999999,78.0,0.1504464285714286,2026
Malik Tillman,United States,3,3.0,0,3,2,2025-06-22,1.5,56,0.05357142857142857,malik tillman,0.44999999999999996,1.125,0.8999999999999999,78.0,0.1504464285714286,2026
Tomáš Chorý,Czechia,4,2.9,0,0,3,2025-11-17,1.3333333333333333,40,0.1,tomas chory,0.435,1.0875,0.87,78.0,0.14642857142857146,2026
Declan Rice,England,4,2.9,0,0,4,2025-09-06,1.0,42,0.09523809523809523,declan rice,0.435,1.0875,0.87,78.0,0.14642857142857146,2026
Joshua Kimmich,Germany,4,2.9,2,0,3,2025-10-10,1.3333333333333333,42,0.09523809523809523,joshua kimmich,0.435,1.0875,0.87,78.0,0.14642857142857146,2026
Maxim De Cuyper,Belgium,4,2.9,0,0,4,2025-09-04,1.0,40,0.1,maxim de cuyper,0.435,1.0875,0.87,78.0,0.14642857142857146,2026
Adrien Rabiot,France,4,2.9,0,0,3,2025-10-10,1.3333333333333333,42,0.09523809523809523,adrien rabiot,0.435,1.0875,0.87,78.0,0.14642857142857146,2026
Michael Olise,France,4,2.9,0,0,4,2025-11-13,1.0,42,0.09523809523809523,michael olise,0.435,1.0875,0.87,78.0,0.14642857142857146,2026
Azizbek Turgunboev,Uzbekistan,3,2.85,0,2,3,2025-06-10,1.0,44,0.06818181818181818,azizbek turgunboev,0.4275,1.06875,0.855,78.0,0.14441964285714287,2026
Jacob Shaffelburg,Canada,3,2.85,0,2,3,2024-07-05,1.0,45,0.06666666666666667,jacob shaffelburg,0.4275,1.06875,0.855,78.0,0.14441964285714287,2026
Mostafa Mohamed,Egypt,5,2.85,1,0,5,2024-01-28,1.0,49,0.10204081632653061,mostafa mohamed,0.4275,1.06875,0.855,78.0,0.14441964285714287,2026
Eduardo Guerrero,Panama,3,2.85,1,2,3,2025-06-16,1.0,57,0.05263157894736842,eduardo guerrero,0.4275,1.06875,0.855,78.0,0.14441964285714287,2026
Oswin Appollis,South Africa,4,2.7,1,0,4,2025-12-29,1.0,51,0.0784313725490196,oswin appollis,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Mohammed Kudus,Ghana,4,2.7,0,0,3,2025-10-12,1.3333333333333333,39,0.10256410256410256,mohammed kudus,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Sébastien Haller,Ivory Coast,4,2.7,1,0,4,2025-03-24,1.0,47,0.0851063829787234,sebastien haller,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Nicolas Jackson,Senegal,4,2.7,1,0,3,2025-12-23,1.3333333333333333,47,0.0851063829787234,nicolas jackson,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Danley Jean Jacques,Haiti,3,2.7,0,1,3,2025-10-09,1.0,36,0.08333333333333333,danley jean jacques,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Cenk Tosun,Türkiye,3,2.7,0,1,2,2024-06-26,1.5,41,0.07317073170731707,cenk tosun,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Lyle Foster,South Africa,4,2.7,0,0,4,2025-12-29,1.0,51,0.0784313725490196,lyle foster,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Franck Kessié,Ivory Coast,4,2.7,1,0,4,2025-10-14,1.0,47,0.0851063829787234,franck kessie,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Harry Souttar,Australia,3,2.7,0,1,3,2024-01-28,1.0,40,0.075,harry souttar,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Omar Alderete,Paraguay,3,2.7,0,1,3,2025-03-20,1.0,35,0.08571428571428572,omar alderete,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Dan Ndoye,Switzerland,3,2.7,0,1,3,2025-11-15,1.0,41,0.07317073170731707,dan ndoye,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Igor Sergeev,Uzbekistan,3,2.7,0,1,3,2025-06-10,1.0,44,0.06818181818181818,igor sergeev,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Federico Valverde,Uruguay,3,2.7,0,1,3,2024-11-19,1.0,42,0.07142857142857142,federico valverde,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Xherdan Shaqiri,Switzerland,3,2.7,1,1,3,2024-06-19,1.0,41,0.07317073170731707,xherdan shaqiri,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Don Deedson Louicius,Haiti,3,2.7,0,1,3,2025-11-18,1.0,36,0.08333333333333333,don deedson louicius,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Keito Nakamura,Japan,3,2.7,0,1,2,2024-06-06,1.5,41,0.07317073170731707,keito nakamura,0.405,1.0125000000000002,0.81,78.0,0.13839285714285715,2026
Jude Bellingham,England,3,2.6,0,2,3,2024-10-10,1.0,42,0.07142857142857142,jude bellingham,0.39,0.9750000000000001,0.78,78.0,0.13437500000000002,2026
Niclas Füllkrug,Germany,3,2.6,0,2,3,2024-09-07,1.0,42,0.07142857142857142,niclas fullkrug,0.39,0.9750000000000001,0.78,78.0,0.13437500000000002,2026
Marcus Rashford,England,3,2.55,1,0,3,2025-09-09,1.0,42,0.07142857142857142,marcus rashford,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Kōki Ogawa,Japan,3,2.55,0,0,2,2024-11-19,1.5,41,0.07317073170731707,koki ogawa,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Juninho Bacuna,Curaçao,3,2.55,0,0,3,2025-11-13,1.0,36,0.08333333333333333,juninho bacuna,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Thiago Almada,Argentina,3,2.55,0,0,3,2025-06-10,1.0,40,0.075,thiago almada,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Virgil van Dijk,Netherlands,3,2.55,1,0,3,2025-10-12,1.0,42,0.07142857142857142,virgil van dijk,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Ali Al-Hamadi,Iraq,3,2.55,0,0,3,2026-03-31,1.0,50,0.06,ali alhamadi,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Eberechi Eze,England,3,2.55,0,0,3,2025-11-13,1.0,42,0.07142857142857142,eberechi eze,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Charles De Ketelaere,Belgium,3,2.55,0,0,2,2025-11-18,1.5,40,0.075,charles de ketelaere,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Haris Tabaković,Bosnia and Herzegovina,3,2.55,0,0,3,2026-03-31,1.0,35,0.08571428571428572,haris tabakovic,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Calvin Stengs,Netherlands,3,2.55,0,0,1,2023-11-21,3.0,42,0.07142857142857142,calvin stengs,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
João Neves,Portugal,3,2.55,0,0,1,2025-11-16,3.0,41,0.07317073170731707,joao neves,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Elias Saad,Tunisia,3,2.55,0,0,2,2025-10-10,1.5,48,0.0625,elias saad,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Thomas Partey,Ghana,3,2.55,0,0,2,2025-10-08,1.5,39,0.07692307692307693,thomas partey,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Kenji Gorré,Curaçao,3,2.55,0,0,3,2025-10-14,1.0,36,0.08333333333333333,kenji gorre,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Ahmed Al-Rawi,Qatar,3,2.55,0,0,3,2025-03-20,1.0,52,0.057692307692307696,ahmed alrawi,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Musab Al-Juwayr,Saudi Arabia,3,2.55,0,0,3,2025-06-05,1.0,58,0.05172413793103448,musab aljuwayr,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Rangelo Janga,Curaçao,3,2.55,1,0,1,2024-06-05,3.0,36,0.08333333333333333,rangelo janga,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Nicolás de la Cruz,Uruguay,3,2.55,0,0,2,2023-10-17,1.5,42,0.07142857142857142,nicolas de la cruz,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Nishan Velupillay,Australia,3,2.55,0,0,3,2025-03-25,1.0,40,0.075,nishan velupillay,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Olivier Giroud,France,3,2.55,0,0,2,2023-11-18,1.5,42,0.07142857142857142,olivier giroud,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Koki Ogawa,Japan,3,2.55,0,0,2,2024-09-10,1.5,41,0.07317073170731707,koki ogawa,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Serge Gnabry,Germany,3,2.55,0,0,3,2025-11-17,1.0,42,0.07142857142857142,serge gnabry,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Jamie Maclaren,Australia,3,2.55,0,0,1,2023-11-16,3.0,40,0.075,jamie maclaren,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Renato Steffen,Switzerland,3,2.55,0,0,1,2023-03-25,3.0,41,0.07317073170731707,renato steffen,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Rodrigo Aguirre,Uruguay,3,2.55,0,0,3,2025-09-04,1.0,42,0.07142857142857142,rodrigo aguirre,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Rodrygo,Brazil,3,2.55,0,0,2,2024-09-06,1.5,39,0.07692307692307693,rodrygo,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Anthony Elanga,Sweden,3,2.55,0,0,3,2026-03-31,1.0,40,0.075,anthony elanga,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Otabek Shukurov,Uzbekistan,3,2.55,1,0,2,2024-10-15,1.5,44,0.06818181818181818,otabek shukurov,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
José Luis Rodríguez,Panama,3,2.55,0,0,3,2025-11-18,1.0,57,0.05263157894736842,jose luis rodriguez,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Nicolás Otamendi,Argentina,3,2.55,0,0,3,2024-10-10,1.0,40,0.075,nicolas otamendi,0.38249999999999995,0.9562499999999998,0.7649999999999999,78.0,0.13236607142857143,2026
Francisco Conceição,Portugal,3,2.45,0,1,3,2025-11-16,1.0,41,0.07317073170731707,francisco conceicao,0.3675,0.91875,0.735,78.0,0.1283482142857143,2026
Romano Schmid,Austria,3,2.45,0,1,3,2025-10-09,1.0,40,0.075,romano schmid,0.3675,0.91875,0.735,78.0,0.1283482142857143,2026
Tim Kleindienst,Germany,4,2.4,0,0,3,2025-03-23,1.3333333333333333,42,0.09523809523809523,tim kleindienst,0.36,0.8999999999999999,0.72,78.0,0.1263392857142857,2026
Amad Diallo,Ivory Coast,4,2.35,0,0,4,2026-01-06,1.0,47,0.0851063829787234,amad diallo,0.3525,0.88125,0.705,78.0,0.12433035714285715,2026
Riyad Mahrez,Algeria,4,2.35,1,0,3,2025-12-28,1.3333333333333333,51,0.0784313725490196,riyad mahrez,0.3525,0.88125,0.705,78.0,0.12433035714285715,2026
Omar Marmoush,Egypt,4,2.35,1,0,4,2026-01-10,1.0,49,0.08163265306122448,omar marmoush,0.3525,0.88125,0.705,78.0,0.12433035714285715,2026
Pape Gueye,Senegal,4,2.35,0,0,3,2026-01-03,1.3333333333333333,47,0.0851063829787234,pape gueye,0.3525,0.88125,0.705,78.0,0.12433035714285715,2026
Ryan Christie,Scotland,3,2.3,0,0,3,2025-11-15,1.0,39,0.07692307692307693,ryan christie,0.345,0.8624999999999999,0.69,78.0,0.12232142857142858,2026
Leroy Sané,Germany,3,2.3,0,0,2,2025-11-17,1.5,42,0.07142857142857142,leroy sane,0.345,0.8624999999999999,0.69,78.0,0.12232142857142858,2026
Stefan Posch,Austria,3,2.3,0,0,2,2025-10-09,1.5,40,0.075,stefan posch,0.345,0.8624999999999999,0.69,78.0,0.12232142857142858,2026
Bruno Petković,Croatia,3,2.3,0,0,2,2023-09-08,1.5,39,0.07692307692307693,bruno petkovic,0.345,0.8624999999999999,0.69,78.0,0.12232142857142858,2026
Pedri,Spain,3,2.3,0,0,2,2025-09-07,1.5,43,0.06976744186046512,pedri,0.345,0.8624999999999999,0.69,78.0,0.12232142857142858,2026
Meschak Elia,Congo DR,3,2.2,0,0,3,2025-11-16,1.0,47,0.06382978723404255,meschak elia,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Alexander Djiku,Ghana,3,2.2,0,0,3,2025-10-08,1.0,39,0.07692307692307693,alexander djiku,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Azzedine Ounahi,Morocco,3,2.2,0,0,3,2025-09-05,1.0,53,0.05660377358490566,azzedine ounahi,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Simon Adingra,Ivory Coast,3,2.2,0,0,3,2025-10-10,1.0,47,0.06382978723404255,simon adingra,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Hakim Ziyech,Morocco,3,2.2,1,0,3,2024-06-07,1.0,53,0.05660377358490566,hakim ziyech,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Yan Diomande,Ivory Coast,3,2.2,0,0,3,2026-01-06,1.0,47,0.06382978723404255,yan diomande,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Théo Bongonda,Congo DR,3,2.2,0,0,3,2025-12-23,1.0,47,0.06382978723404255,theo bongonda,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Evann Guessand,Ivory Coast,3,2.2,0,0,3,2025-12-31,1.0,47,0.06382978723404255,evann guessand,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Youssef En-Nesyri,Morocco,3,2.2,0,0,3,2025-10-14,1.0,53,0.05660377358490566,youssef ennesyri,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Jamiro Monteiro,Cape Verde,3,2.2,0,0,3,2024-06-08,1.0,42,0.07142857142857142,jamiro monteiro,0.33,0.8250000000000001,0.66,78.0,0.11830357142857144,2026
Bradley Barcola,France,3,2.05,0,0,3,2025-09-09,1.0,42,0.07142857142857142,bradley barcola,0.30749999999999994,0.7687499999999998,0.6149999999999999,78.0,0.1122767857142857,2026
Dejan Kulusevski,Sweden,3,2.05,0,0,2,2024-11-19,1.5,40,0.075,dejan kulusevski,0.30749999999999994,0.7687499999999998,0.6149999999999999,78.0,0.1122767857142857,2026
Ermedin Demirović,Bosnia and Herzegovina,3,2.05,0,0,3,2025-03-24,1.0,35,0.08571428571428572,ermedin demirovic,0.30749999999999994,0.7687499999999998,0.6149999999999999,78.0,0.1122767857142857,2026
Philipp Lienhart,Austria,3,2.05,0,0,3,2024-10-13,1.0,40,0.075,philipp lienhart,0.30749999999999994,0.7687499999999998,0.6149999999999999,78.0,0.1122767857142857,2026
İrfan Kahveci,Türkiye,3,2.05,0,0,3,2024-10-14,1.0,41,0.07317073170731707,irfan kahveci,0.30749999999999994,0.7687499999999998,0.6149999999999999,78.0,0.1122767857142857,2026
Ousmane Dembélé,France,3,2.05,0,0,3,2025-03-23,1.0,42,0.07142857142857142,ousmane dembele,0.30749999999999994,0.7687499999999998,0.6149999999999999,78.0,0.1122767857142857,2026
